City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed,Current Temp
Gao,0,ML,1574541258,19,16.28,-0.04,83.26,11.68,83.26
Nushki,67,PK,1574541336,57,29.55,66.02,49.69,1.95,49.69
Tual,15,ID,1574541336,70,-5.67,132.75,81.37,4.56,81.37
San Quintin,100,PH,1574541337,82,17.54,120.52,71.1,4.16,71.1
Malmo,1,US,1574541337,52,46.33,-93.52,43.0,6.93,42.21
Olinda,0,AU,1574541337,66,-37.84,145.39,57.99,6.93,52.68
Bintulu,75,MY,1574541337,94,3.17,113.03,77.0,3.36,77.0
Coihaique,90,CL,1574541343,52,-45.58,-72.07,68.0,5.82,67.01
Prestwich,75,GB,1574541343,93,53.53,-2.3,48.99,4.7,47.34
Coquimbo,75,CL,1574541343,56,-29.95,-71.34,68.0,11.41,68.0
Mumford,36,GH,1574541343,91,5.26,-0.76,76.26,3.71,76.26
Northam,12,AU,1574541344,72,-31.65,116.67,62.6,8.05,62.6
Turukhansk,0,RU,1574541344,88,65.8,87.96,-14.48,4.61,-14.48
Maiduguri,88,NG,1574541344,16,11.84,13.15,82.26,7.23,82.26
Zaterechnyy,13,RU,1574541344,82,44.8,45.21,26.11,11.79,26.11
Fort-Shevchenko,0,KZ,1574541345,40,44.51,50.26,24.53,6.24,24.53
Matara,100,BI,1574541345,97,-3.48,29.48,57.67,1.21,57.67
Port Blair,0,IN,1574541345,69,11.67,92.75,81.77,9.95,81.77
Lodja,100,CD,1574541345,98,-3.52,23.6,66.36,2.19,66.36
Kamenka,90,MD,1574541345,78,48.03,28.7,26.01,7.49,26.01
Maragogi,60,BR,1574541346,75,-9.01,-35.22,79.48,16.67,79.48
Karratha,79,AU,1574541056,46,-20.74,116.85,84.63,12.64,84.63
Victor Harbor,20,AU,1574541346,81,-35.55,138.62,55.99,4.7,53.47
La Asuncion,89,AR,1574541346,84,-26.05,-65.39,65.08,4.83,65.08
Jumla,17,NP,1574541347,61,29.28,82.18,37.31,4.68,37.31
Lavumisa,79,ZA,1574541347,94,-27.31,31.88,73.4,4.7,73.4
Sorland,100,NO,1574541347,79,67.67,12.69,45.99,12.01,45.99
Katsuura,20,JP,1574541348,93,33.93,134.5,51.8,10.29,51.8
At-Bashi,99,KG,1574541348,72,41.17,75.81,9.21,9.55,9.21
Sobinka,90,RU,1574541348,41,55.99,40.02,20.68,5.19,20.68
Meulaboh,100,ID,1574541348,87,4.14,96.13,78.93,7.78,78.93
Sao Joao da Barra,75,BR,1574541348,88,-21.64,-41.05,77.0,11.41,77.0
Novokizhinginsk,99,RU,1574541349,89,51.61,109.59,-0.11,10.0,-0.11
Hit,32,IQ,1574541349,23,33.64,42.83,58.08,6.13,58.08
Pasir Gudang,75,MY,1574541349,83,1.46,103.88,78.8,3.36,77.56
Khorinsk,16,RU,1574541349,91,52.16,109.78,-1.41,8.25,-1.41
Sarangani,46,PH,1574541350,74,5.4,125.46,82.26,5.17,82.26
Dunajska Streda,0,SK,1574541350,75,47.99,17.61,46.0,10.29,44.02
Pagudpud,100,PH,1574541350,95,18.56,120.79,70.52,5.97,70.52
Srednekolymsk,90,RU,1574541350,99,67.46,153.71,-22.72,0.54,-22.72
Hambantota,87,LK,1574541350,76,6.12,81.12,80.6,16.17,80.6
Orlik,90,PL,1574541351,75,53.95,17.74,33.01,13.87,32.02
Pisco,75,PE,1574541287,30,-13.71,-76.2,71.6,17.22,70.18
Sant Feliu de Guixols,91,ES,1574541351,87,41.78,3.03,59.0,3.36,53.44
Ahipara,0,NZ,1574541351,87,-35.17,173.16,73.0,17.36,73.0
Redmond,90,US,1574541299,70,47.67,-122.12,48.0,6.93,44.83
Rio Tuba,95,PH,1574541352,77,8.51,117.43,81.18,4.76,81.18
Mount Gambier,90,AU,1574541352,87,-37.83,140.78,48.2,3.36,48.2
Novyye Burasy,0,RU,1574541352,21,52.13,46.08,27.0,5.01,27.0
Kizhinga,16,RU,1574541353,91,51.85,109.91,-1.41,8.25,-1.41
Trinidad,75,BO,1574541353,62,-14.83,-64.9,87.8,5.82,87.8
Andapa,100,MG,1574541353,97,-14.66,49.65,68.04,0.4,68.04
Emerald,40,AU,1574541354,73,-23.53,148.16,71.6,6.93,71.28
Bara,0,NG,1574541354,29,10.41,10.6,76.71,0.45,76.71
Cardoso,66,BR,1574541355,53,-20.08,-49.91,84.22,6.82,84.22
Sompeta,0,IN,1574541355,82,18.93,84.6,65.91,2.66,65.91
Asyut,0,EG,1574541355,67,27.18,31.19,62.6,10.29,62.6
Tara,46,JP,1574541355,93,33.0,130.15,60.01,4.0,57.88
Goderich,39,CA,1574541355,78,43.74,-81.71,39.0,7.0,37.26
Hinton,100,CA,1574541356,79,53.4,-117.57,33.53,9.31,33.53
Ngunguru,4,NZ,1574541356,70,-35.62,174.5,69.01,5.01,69.01
Xam Nua,44,LA,1574541356,98,20.42,104.04,57.9,2.13,57.9
Naples,40,IT,1574541356,63,40.84,14.25,66.0,5.82,62.73
Sitka,0,US,1574541339,39,37.17,-99.65,55.0,8.99,55.0
Shetpe,0,KZ,1574541357,42,44.14,52.16,22.35,3.87,22.35
Bull Savanna,75,JM,1574541357,76,17.89,-77.59,75.16,4.27,75.16
Praya,40,ID,1574541357,88,-8.71,116.27,77.0,1.41,77.0
Hervey Bay,40,AU,1574541358,77,-25.3,152.85,78.01,5.82,74.19
Almaznyy,0,RU,1574541358,57,48.03,40.04,23.0,17.9,23.0
Contai,29,IN,1574541358,75,21.78,87.75,68.47,4.65,68.47
Plettenberg Bay,88,ZA,1574541358,80,-34.05,23.37,63.14,4.76,63.14
Sola,100,TZ,1574541358,94,-3.17,33.8,64.81,14.79,64.81
Thinadhoo,40,MV,1574541359,78,0.53,72.93,82.62,10.98,82.62
Uruzgan,100,AF,1574541359,63,32.93,66.63,32.63,4.5,32.63
George,100,MW,1574541359,78,-15.35,34.83,76.66,4.05,76.66
Dourados,52,BR,1574541141,35,-22.22,-54.81,93.38,5.88,93.38
Blagoyevo,100,RU,1574541360,96,63.37,47.92,23.68,4.18,23.68
Fomboni,100,KM,1574541360,82,-12.28,43.74,82.09,14.36,82.09
Ajdabiya,99,LY,1574541360,53,30.75,20.22,66.54,11.59,66.54
Kavieng,71,PG,1574541360,78,-2.57,150.8,80.83,8.52,80.83
Prince Rupert,90,CA,1574541267,100,54.32,-130.32,44.6,3.36,44.6
Walvis Bay,0,NA,1574541361,85,-22.95,14.51,61.0,8.99,61.0
Mae Sai,45,MM,1574541361,100,20.44,99.89,64.4,2.24,64.4
Mahibadhoo,96,MV,1574541362,78,3.78,72.97,83.19,17.2,83.19
Murgab,90,TM,1574541362,37,37.5,61.97,32.0,13.87,32.0
Iranshahr,0,IR,1574541362,66,27.21,60.69,55.4,1.97,55.4
Klyuchevskiy,59,RU,1574541362,88,53.53,119.45,-17.45,2.21,-17.45
Sivaki,0,RU,1574541363,86,52.63,126.75,-9.02,9.13,-9.02
Xingcheng,100,CN,1574541363,34,40.62,120.71,33.69,13.15,33.69
Zalari,100,RU,1574541364,68,53.57,102.52,5.18,6.02,5.18
Turayf,0,SA,1574541364,70,31.68,38.65,48.2,8.05,48.2
Grimshaw,75,CA,1574541364,45,56.19,-117.61,44.6,21.92,44.24
Carutapera,75,BR,1574541364,81,-1.2,-46.02,81.43,13.15,81.43
Mercedes,0,UY,1574541364,35,-33.25,-58.03,78.01,13.0,78.01
Hofn,100,IS,1574541365,84,64.25,-15.21,44.74,19.51,44.74
Rome,75,IT,1574541248,59,41.89,12.48,61.0,23.04,55.81
Anjozorobe,75,MG,1574541366,93,-18.4,47.88,66.2,4.7,66.2
Fairbanks,90,US,1574541173,100,64.84,-147.72,24.01,2.15,22.39
Boditi,100,ET,1574541367,92,6.95,37.86,60.94,4.03,60.94
Camocim,92,BR,1574541367,71,-2.9,-40.84,81.57,12.21,81.57
Axim,21,GH,1574541367,86,4.87,-2.24,78.12,4.07,78.12
Port Shepstone,87,ZA,1574541367,96,-30.74,30.45,68.49,5.75,68.49
Umm Kaddadah,5,SD,1574541367,20,13.6,26.69,75.11,12.17,75.11
Itarema,15,BR,1574541368,74,-2.92,-39.92,80.13,9.08,80.13
Kangaatsiaq,100,GL,1574541368,70,68.31,-53.46,34.47,19.93,34.47
Lerwick,100,GB,1574541368,93,60.15,-1.15,48.2,20.8,48.2
Chipinge,100,ZW,1574541369,84,-20.19,32.62,69.98,4.76,69.98
Sebrovo,3,RU,1574541369,83,50.1,43.3,9.0,6.98,9.0
Huilong,100,CN,1574541369,85,31.15,106.5,55.22,3.96,55.22
Grants,1,US,1574541370,52,35.15,-107.85,46.4,9.17,46.4
Nouadhibou,1,MR,1574541370,82,20.93,-17.03,66.2,14.99,66.2
Alexandria,100,RO,1574541234,94,43.97,25.33,37.0,1.01,37.0
Cristobal Obregon,40,MX,1574541370,43,16.35,-93.53,87.8,4.7,87.8
Marrakesh,75,MA,1574541370,87,31.63,-7.99,60.8,4.7,60.8
Hidalgo,90,US,1574541371,56,26.1,-98.26,73.0,4.7,70.83
Port Lincoln,0,AU,1574541100,70,-34.72,135.86,55.78,3.78,55.78
Russell,1,US,1574541371,60,38.9,-98.86,53.01,11.41,47.84
Pangody,12,RU,1574541372,96,65.85,74.49,-10.66,9.31,-10.66
Kimberley,0,ZA,1574541372,10,-28.74,24.76,75.2,10.29,75.2
Pacific Grove,1,US,1574541372,37,36.62,-121.92,71.01,5.82,66.25
Isilkul,98,RU,1574541373,94,54.9,71.26,12.09,9.06,12.09
Balikpapan,100,ID,1574541373,94,-1.24,116.86,73.49,1.74,73.49
Riyadh,15,SA,1574540944,44,24.63,46.72,60.8,3.36,60.8
Manavalakurichi,20,IN,1574541373,83,8.13,77.3,80.6,25.59,80.6
Lovington,5,US,1574541373,25,32.94,-103.35,62.6,8.05,61.9
Bima,39,ID,1574541374,96,-8.45,118.73,72.18,0.49,72.18
Fortuna,20,US,1574541374,62,40.6,-124.16,60.01,4.7,55.96
Shimoda,100,JP,1574541155,95,34.7,138.93,61.0,25.5,59.5
Lyubokhna,49,RU,1574541374,32,53.51,34.39,24.6,8.97,24.6
Novorzhev,100,RU,1574541375,35,57.03,29.33,26.67,6.85,26.67
Charlottetown,40,CA,1574541311,72,46.23,-63.13,33.01,17.22,31.84
Viedma,80,AR,1574541375,24,-40.81,-62.99,72.86,24.09,72.86
Namatanai,95,PG,1574541375,68,-3.66,152.44,81.79,7.36,81.79
Sayat,90,TM,1574541376,69,38.78,63.88,33.8,13.87,33.8
Zharkent,100,KZ,1574541376,58,44.17,80.0,27.57,1.81,27.57
Shelburne,1,CA,1574541376,55,44.08,-80.2,41.0,9.17,38.39
Terrace Bay,90,CA,1574541376,89,48.78,-87.1,32.0,8.05,32.0
Katangli,5,RU,1574541376,65,51.71,143.23,20.52,14.63,20.52
Puerto Maldonado,90,PE,1574541377,100,-12.59,-69.19,33.8,3.36,33.8
Cabra,2,ES,1574541290,71,37.47,-4.43,51.8,8.05,47.73
Yar-Sale,87,RU,1574541377,94,66.83,70.83,-9.54,6.42,-9.54
Manado,40,ID,1574541377,88,1.49,124.85,75.2,3.36,75.2
Saint-Joseph,75,FR,1574541378,87,43.56,6.97,55.4,12.75,52.0
Yabrud,0,SY,1574541378,52,33.97,36.66,44.6,5.82,44.28
Estelle,100,FR,1574541378,87,43.97,3.47,55.4,12.75,54.09
Ishigaki,100,JP,1574541378,83,24.34,124.16,77.58,8.37,77.58
Bathsheba,40,BB,1574541087,66,13.22,-59.52,86.0,16.11,86.0
Mmabatho,0,ZA,1574541379,59,-25.85,25.61,71.85,5.32,71.85
Maniitsoq,100,GL,1574541379,93,65.42,-52.9,32.68,29.82,32.68
Matveyevka,45,RU,1574541379,71,54.92,83.08,5.0,8.95,5.0
Qandala,4,SO,1574541379,84,11.47,49.87,77.5,9.82,77.5
Mackenzie,90,CA,1574541380,86,55.34,-123.09,37.4,13.87,37.4
Sibolga,92,ID,1574541380,99,1.74,98.78,70.81,1.41,70.81
Zyryanovsk,100,KZ,1574541380,70,49.74,84.27,-3.24,1.57,-3.24
Senador Guiomard,75,BR,1574541207,94,-10.15,-67.74,75.2,3.36,75.2
Tacuarembo,0,UY,1574541381,72,-31.73,-55.98,68.27,11.27,68.27
Buraydah,40,SA,1574541381,72,26.33,43.97,64.4,5.82,64.4
Shirokiy,53,RU,1574541381,62,53.87,39.17,8.01,6.69,8.01
Liverpool,75,GB,1574541381,100,53.41,-2.98,48.99,5.82,47.41
Samarai,15,PG,1574541382,79,-10.62,150.67,74.43,5.82,74.43
Acajutla,0,SV,1574541288,70,13.59,-89.83,82.87,6.2,82.87
Morros,20,BR,1574541382,74,-2.87,-44.04,84.2,13.87,84.2
Ati,7,TD,1574541382,17,13.21,18.34,80.58,5.14,80.58
Havoysund,100,NO,1574541383,90,71.0,24.66,35.6,18.34,35.6
Manicore,25,BR,1574541383,90,-5.81,-61.3,80.8,3.4,80.8
Liku,97,ID,1574541383,92,-0.73,119.89,69.67,1.66,69.67
George Town,40,MY,1574541384,94,5.42,100.33,78.8,2.37,77.68
Kisangani,100,CD,1574541384,97,0.52,25.21,68.5,2.53,68.5
Sangar,74,RU,1574541384,99,63.92,127.47,-30.62,2.35,-30.62
Balabac,29,PH,1574541385,77,7.99,117.06,80.62,3.83,80.62
Pustomyty,90,UA,1574541385,92,49.72,23.9,30.99,13.42,30.67
Hamilton,75,CA,1574541254,64,43.26,-79.87,42.01,3.36,40.3
Sedona,1,US,1574541386,30,34.87,-111.79,64.99,8.05,53.42
Mandan,1,US,1574541386,45,46.83,-100.89,50.0,16.11,48.78
Maple Creek,42,CA,1574541386,76,49.91,-109.46,37.92,16.31,37.92
Athabasca,83,CA,1574541387,72,54.72,-113.29,38.46,11.99,38.46
Tessalit,0,ML,1574541387,7,20.2,1.01,72.28,7.92,72.28
Huarmey,4,PE,1574541387,56,-10.07,-78.15,72.82,9.78,72.82
Andrews,1,US,1574541387,25,32.32,-102.55,66.2,10.29,64.11
Araouane,0,ML,1574541388,11,18.9,-3.53,73.69,6.24,73.69
